origin_port,origin_name,destination_port,destination_name,carrier,vessel_name,departure_date,scheduled_arrival,actual_arrival,scheduled_days,actual_days,delay_days,year,month,on_time,id
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,ONE Pearl,2023-06-15,2023-06-29,2023-06-29,14,14,0,2023,6,True,1511
TWKHH,Kaohsiung,USSEA,Seattle,HMM,Ever Excellence,2023-06-14,2023-06-26,2023-06-26,12,12,0,2023,6,True,1512
TWTXG,Taichung,USLAX,Los Angeles,Wan Hai Lines,Maersk Excellence,2023-06-13,2023-06-27,2023-06-27,14,14,0,2023,6,True,1513
TWKHH,Kaohsiung,USSEA,Seattle,Maersk Line,Ever Progress,2023-06-13,2023-06-25,2023-06-25,12,12,0,2023,6,True,1514
TWTPE,Taipei (Keelung),USLGB,Long Beach,Maersk Line,MSC Triumph,2023-06-16,2023-07-01,2023-07-01,15,15,0,2023,6,True,1515
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,Yang Ming Ace,2023-06-13,2023-06-28,2023-06-28,15,15,0,2023,6,True,1516
TWKHH,Kaohsiung,USOAK,Oakland,HMM,Maersk Triumph,2023-06-12,2023-06-25,2023-06-26,13,14.4,1.4,2023,6,False,1517
TWTPE,Taipei (Keelung),USOAK,Oakland,MSC,Maersk Diamond,2023-06-13,2023-06-27,2023-06-27,14,14.2,0.2,2023,6,True,1518
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,Maersk Unity,2023-06-16,2023-06-30,2023-06-30,14,14,0,2023,6,True,1519
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,MSC Diamond,2023-06-15,2023-06-28,2023-06-30,13,15.2,2.2,2023,6,False,1520
TWTXG,Taichung,USSEA,Seattle,Maersk Line,COSCO Fortune,2023-06-17,2023-07-01,2023-07-01,14,14.9,0.9,2023,6,True,1521
TWTXG,Taichung,USSEA,Seattle,Yang Ming,Ever Champion,2023-06-21,2023-07-05,2023-07-05,14,14.2,0.2,2023,6,True,1522
TWTXG,Taichung,USLAX,Los Angeles,COSCO Shipping,Maersk Progress,2023-06-18,2023-07-02,2023-07-02,14,14,0,2023,6,True,1523
TWKHH,Kaohsiung,USOAK,Oakland,Yang Ming,Maersk Diamond,2023-06-22,2023-07-05,2023-07-05,13,13,0,2023,6,True,1524
TWTPE,Taipei (Keelung),USLGB,Long Beach,COSCO Shipping,Yang Ming Success,2023-06-20,2023-07-05,2023-07-05,15,15,0,2023,6,True,1525
TWKHH,Kaohsiung,USOAK,Oakland,MSC,Maersk Pioneer,2023-06-19,2023-07-02,2023-07-02,13,13.7,0.7,2023,6,True,1526
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,Wan Hai Champion,2023-06-23,2023-07-07,2023-07-09,14,16.3,2.3,2023,6,False,1527
TWTPE,Taipei (Keelung),USOAK,Oakland,Yang Ming,MSC Leader,2023-06-20,2023-07-04,2023-07-05,14,15.5,1.5,2023,6,False,1528
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),Yang Ming Triumph,2023-06-20,2023-07-05,2023-07-05,15,15,0,2023,6,True,1529
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,MSC Diamond,2023-06-20,2023-07-04,2023-07-04,14,14,0,2023,6,True,1530
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,ONE Star,2023-06-23,2023-07-07,2023-07-07,14,14,0,2023,6,True,1531
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,Wan Hai Progress,2023-06-21,2023-07-05,2023-07-05,14,14,0,2023,6,True,1532
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,Yang Ming Success,2023-06-21,2023-07-05,2023-07-05,14,14,0,2023,6,True,1533
TWKHH,Kaohsiung,USOAK,Oakland,COSCO Shipping,ONE Triumph,2023-06-17,2023-06-30,2023-06-30,13,13,0,2023,6,True,1534
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),MSC Excellence,2023-06-20,2023-07-05,2023-07-05,15,15,0,2023,6,True,1535
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,COSCO Progress,2023-06-21,2023-07-05,2023-07-05,14,14,0,2023,6,True,1536
TWTXG,Taichung,USOAK,Oakland,COSCO Shipping,Ever Unity,2023-06-23,2023-07-07,2023-07-07,14,14.1,0.1,2023,6,True,1537
TWKHH,Kaohsiung,USLAX,Los Angeles,Evergreen Marine,Maersk Fortune,2023-06-23,2023-07-07,2023-07-07,14,14,0,2023,6,True,1538
TWKHH,Kaohsiung,USOAK,Oakland,Maersk Line,COSCO Pioneer,2023-06-17,2023-06-30,2023-06-30,13,13,0,2023,6,True,1539
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,Wan Hai Champion,2023-06-17,2023-07-01,2023-07-01,14,14,0,2023,6,True,1540
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,MSC Progress,2023-06-26,2023-07-11,2023-07-11,15,15,0,2023,6,True,1541
TWTPE,Taipei (Keelung),USLGB,Long Beach,MSC,Maersk Diamond,2023-06-24,2023-07-09,2023-07-11,15,17.0,2.0,2023,6,False,1542
TWTXG,Taichung,USLGB,Long Beach,MSC,Maersk Ace,2023-06-28,2023-07-12,2023-07-13,14,15.7,1.7,2023,6,False,1543
TWTXG,Taichung,USLGB,Long Beach,Wan Hai Lines,ONE Crown,2023-06-30,2023-07-14,2023-07-14,14,14,0,2023,6,True,1544
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),Ever Success,2023-06-24,2023-07-06,2023-07-06,12,12,0,2023,6,True,1545
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,Maersk Fortune,2023-06-28,2023-07-12,2023-07-12,14,14.1,0.1,2023,6,True,1546
TWTPE,Taipei (Keelung),USLGB,Long Beach,COSCO Shipping,MSC Star,2023-06-29,2023-07-14,2023-07-14,15,15,0,2023,6,True,1547
TWTPE,Taipei (Keelung),USSEA,Seattle,MSC,MSC Pearl,2023-06-24,2023-07-08,2023-07-08,14,14,0,2023,6,True,1548
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),Yang Ming Unity,2023-06-28,2023-07-12,2023-07-12,14,14.3,0.3,2023,6,True,1549
TWTPE,Taipei (Keelung),USSEA,Seattle,Yang Ming,Yang Ming Ace,2023-06-29,2023-07-13,2023-07-13,14,14.9,0.9,2023,6,True,1550
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,MSC Fortune,2023-06-25,2023-07-09,2023-07-09,14,14,0,2023,6,True,1551
TWTXG,Taichung,USLAX,Los Angeles,Wan Hai Lines,Ever Star,2023-06-27,2023-07-11,2023-07-11,14,14,0,2023,6,True,1552
TWTPE,Taipei (Keelung),USLGB,Long Beach,ONE (Ocean Network Express),Wan Hai Pearl,2023-06-30,2023-07-15,2023-07-15,15,15,0,2023,6,True,1553
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,Ever Fortune,2023-06-30,2023-07-14,2023-07-14,14,14,0,2023,6,True,1554
TWKHH,Kaohsiung,USOAK,Oakland,COSCO Shipping,Yang Ming Pearl,2023-06-24,2023-07-07,2023-07-07,13,13,0,2023,6,True,1555
TWTXG,Taichung,USLAX,Los Angeles,Maersk Line,COSCO Glory,2023-06-24,2023-07-08,2023-07-08,14,14,0,2023,6,True,1556
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),Ever Star,2023-06-29,2023-07-13,2023-07-13,14,14.5,0.5,2023,6,True,1557
TWTXG,Taichung,USOAK,Oakland,ONE (Ocean Network Express),Wan Hai Champion,2023-06-26,2023-07-10,2023-07-10,14,14,0,2023,6,True,1558
TWTPE,Taipei (Keelung),USSEA,Seattle,HMM,MSC Unity,2023-06-28,2023-07-12,2023-07-13,14,15.4,1.4,2023,6,False,1559
TWTXG,Taichung,USLAX,Los Angeles,HMM,Ever Progress,2023-06-29,2023-07-13,2023-07-13,14,14,0,2023,6,True,1560
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,Wan Hai Pioneer,2023-07-04,2023-07-16,2023-07-16,12,12,0,2023,7,True,1561
TWTXG,Taichung,USSEA,Seattle,Yang Ming,Ever Leader,2023-07-01,2023-07-15,2023-07-15,14,14,0,2023,7,True,1562
TWTXG,Taichung,USOAK,Oakland,ONE (Ocean Network Express),Maersk Diamond,2023-07-04,2023-07-18,2023-07-18,14,14,0,2023,7,True,1563
TWKHH,Kaohsiung,USLGB,Long Beach,Evergreen Marine,Yang Ming Glory,2023-07-01,2023-07-15,2023-07-15,14,14.6,0.6,2023,7,True,1564
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,COSCO Ace,2023-07-06,2023-07-20,2023-07-20,14,14.4,0.4,2023,7,True,1565
TWTXG,Taichung,USOAK,Oakland,Maersk Line,COSCO Glory,2023-07-05,2023-07-19,2023-07-19,14,14,0,2023,7,True,1566
TWTXG,Taichung,USLGB,Long Beach,ONE (Ocean Network Express),Ever Success,2023-07-05,2023-07-19,2023-07-19,14,14,0,2023,7,True,1567
TWKHH,Kaohsiung,USLGB,Long Beach,Wan Hai Lines,Wan Hai Triumph,2023-07-02,2023-07-16,2023-07-16,14,14.2,0.2,2023,7,True,1568
TWTXG,Taichung,USSEA,Seattle,MSC,Ever Success,2023-07-01,2023-07-15,2023-07-15,14,14,0,2023,7,True,1569
TWKHH,Kaohsiung,USLAX,Los Angeles,Maersk Line,Maersk Success,2023-07-05,2023-07-19,2023-07-19,14,14,0,2023,7,True,1570
TWKHH,Kaohsiung,USOAK,Oakland,Wan Hai Lines,Wan Hai Diamond,2023-07-07,2023-07-20,2023-07-20,13,13.5,0.5,2023,7,True,1571
TWKHH,Kaohsiung,USSEA,Seattle,COSCO Shipping,Yang Ming Ace,2023-07-07,2023-07-19,2023-07-19,12,12,0,2023,7,True,1572
TWTPE,Taipei (Keelung),USSEA,Seattle,COSCO Shipping,Ever Triumph,2023-07-04,2023-07-18,2023-07-18,14,14,0,2023,7,True,1573
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Wan Hai Lines,ONE Success,2023-07-02,2023-07-17,2023-07-17,15,15,0,2023,7,True,1574
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,Maersk Triumph,2023-07-04,2023-07-18,2023-07-18,14,14.1,0.1,2023,7,True,1575
TWKHH,Kaohsiung,USSEA,Seattle,MSC,Yang Ming Pearl,2023-07-07,2023-07-19,2023-07-19,12,12,0,2023,7,True,1576
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),Ever Pearl,2023-07-01,2023-07-15,2023-07-15,14,14,0,2023,7,True,1577
TWTPE,Taipei (Keelung),USSEA,Seattle,COSCO Shipping,MSC Star,2023-07-01,2023-07-15,2023-07-16,14,15.0,1.0,2023,7,False,1578
TWTPE,Taipei (Keelung),USSEA,Seattle,COSCO Shipping,MSC Diamond,2023-07-04,2023-07-18,2023-07-18,14,14,0,2023,7,True,1579
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),MSC Pearl,2023-07-05,2023-07-17,2023-07-17,12,12,0,2023,7,True,1580
TWTXG,Taichung,USSEA,Seattle,Yang Ming,Yang Ming Crown,2023-07-08,2023-07-22,2023-07-22,14,14,0,2023,7,True,1581
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,Maersk Unity,2023-07-11,2023-07-25,2023-07-25,14,15.0,1.0,2023,7,True,1582
TWTPE,Taipei (Keelung),USLGB,Long Beach,Evergreen Marine,COSCO Ace,2023-07-10,2023-07-25,2023-07-25,15,15,0,2023,7,True,1583
TWTPE,Taipei (Keelung),USLAX,Los Angeles,ONE (Ocean Network Express),COSCO Excellence,2023-07-11,2023-07-26,2023-07-26,15,15,0,2023,7,True,1584
TWKHH,Kaohsiung,USLGB,Long Beach,Yang Ming,Wan Hai Crown,2023-07-09,2023-07-23,2023-07-23,14,14.1,0.1,2023,7,True,1585
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,Wan Hai Glory,2023-07-14,2023-07-28,2023-07-28,14,14.4,0.4,2023,7,True,1586
TWTXG,Taichung,USOAK,Oakland,Yang Ming,MSC Ace,2023-07-09,2023-07-23,2023-07-23,14,14,0,2023,7,True,1587
TWTPE,Taipei (Keelung),USLGB,Long Beach,Evergreen Marine,Ever Glory,2023-07-08,2023-07-23,2023-07-23,15,15,0,2023,7,True,1588
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),Yang Ming Champion,2023-07-10,2023-07-24,2023-07-24,14,14,0,2023,7,True,1589
TWKHH,Kaohsiung,USOAK,Oakland,MSC,ONE Champion,2023-07-12,2023-07-25,2023-07-25,13,13,0,2023,7,True,1590
TWKHH,Kaohsiung,USLAX,Los Angeles,MSC,ONE Champion,2023-07-12,2023-07-26,2023-07-26,14,14,0,2023,7,True,1591
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,Yang Ming Glory,2023-07-09,2023-07-21,2023-07-21,12,12,0,2023,7,True,1592
TWTXG,Taichung,USOAK,Oakland,HMM,Ever Glory,2023-07-14,2023-07-28,2023-07-28,14,14.1,0.1,2023,7,True,1593
TWKHH,Kaohsiung,USSEA,Seattle,COSCO Shipping,COSCO Unity,2023-07-09,2023-07-21,2023-07-21,12,12.6,0.6,2023,7,True,1594
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,Ever Fortune,2023-07-09,2023-07-23,2023-07-23,14,14,0,2023,7,True,1595
TWKHH,Kaohsiung,USOAK,Oakland,ONE (Ocean Network Express),COSCO Champion,2023-07-11,2023-07-24,2023-07-24,13,13,0,2023,7,True,1596
TWKHH,Kaohsiung,USLAX,Los Angeles,Yang Ming,COSCO Star,2023-07-14,2023-07-28,2023-07-28,14,14.3,0.3,2023,7,True,1597
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),ONE Unity,2023-07-09,2023-07-23,2023-07-26,14,17.1,3.1,2023,7,False,1598
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Maersk Line,Yang Ming Diamond,2023-07-12,2023-07-27,2023-07-27,15,15,0,2023,7,True,1599
TWTXG,Taichung,USSEA,Seattle,MSC,Wan Hai Fortune,2023-07-11,2023-07-25,2023-07-25,14,14,0,2023,7,True,1600
TWKHH,Kaohsiung,USLGB,Long Beach,Evergreen Marine,Wan Hai Pearl,2023-07-21,2023-08-04,2023-08-04,14,14,0,2023,7,True,1601
TWKHH,Kaohsiung,USOAK,Oakland,Evergreen Marine,Maersk Success,2023-07-19,2023-08-01,2023-08-02,13,14.4,1.4,2023,7,False,1602
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,Ever Progress,2023-07-16,2023-07-28,2023-07-28,12,12,0,2023,7,True,1603
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,Maersk Crown,2023-07-16,2023-07-30,2023-07-30,14,14,0,2023,7,True,1604
TWTPE,Taipei (Keelung),USSEA,Seattle,HMM,Yang Ming Star,2023-07-16,2023-07-30,2023-07-30,14,14,0,2023,7,True,1605
TWKHH,Kaohsiung,USLGB,Long Beach,Evergreen Marine,Ever Pioneer,2023-07-16,2023-07-30,2023-07-30,14,14,0,2023,7,True,1606
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,Maersk Crown,2023-07-17,2023-07-31,2023-07-31,14,14,0,2023,7,True,1607
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),Maersk Progress,2023-07-19,2023-08-02,2023-08-03,14,15.9,1.9,2023,7,False,1608
TWTXG,Taichung,USOAK,Oakland,ONE (Ocean Network Express),ONE Leader,2023-07-21,2023-08-04,2023-08-04,14,14.0,0.0,2023,7,True,1609
TWTXG,Taichung,USSEA,Seattle,HMM,Yang Ming Crown,2023-07-16,2023-07-30,2023-07-30,14,14,0,2023,7,True,1610
TWKHH,Kaohsiung,USLGB,Long Beach,MSC,ONE Leader,2023-07-15,2023-07-29,2023-07-29,14,14,0,2023,7,True,1611
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),Wan Hai Excellence,2023-07-18,2023-07-30,2023-07-30,12,12,0,2023,7,True,1612
TWKHH,Kaohsiung,USOAK,Oakland,COSCO Shipping,ONE Fortune,2023-07-18,2023-07-31,2023-07-31,13,13.6,0.6,2023,7,True,1613
TWKHH,Kaohsiung,USSEA,Seattle,Wan Hai Lines,COSCO Pearl,2023-07-21,2023-08-02,2023-08-02,12,12,0,2023,7,True,1614
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,COSCO Champion,2023-07-20,2023-08-03,2023-08-03,14,14,0,2023,7,True,1615
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,Wan Hai Progress,2023-07-16,2023-07-30,2023-08-08,14,23.1,9.1,2023,7,False,1616
TWTPE,Taipei (Keelung),USSEA,Seattle,HMM,Wan Hai Diamond,2023-07-20,2023-08-03,2023-08-03,14,14.0,0.0,2023,7,True,1617
TWKHH,Kaohsiung,USSEA,Seattle,ONE (Ocean Network Express),Ever Champion,2023-07-16,2023-07-28,2023-07-28,12,12,0,2023,7,True,1618
TWKHH,Kaohsiung,USLAX,Los Angeles,MSC,Ever Excellence,2023-07-17,2023-07-31,2023-07-31,14,14,0,2023,7,True,1619
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),Ever Unity,2023-07-20,2023-08-03,2023-08-03,14,15.0,1.0,2023,7,True,1620
TWTXG,Taichung,USOAK,Oakland,COSCO Shipping,Yang Ming Pearl,2023-07-28,2023-08-11,2023-08-11,14,14,0,2023,7,True,1621
TWKHH,Kaohsiung,USSEA,Seattle,Maersk Line,Wan Hai Success,2023-07-25,2023-08-06,2023-08-06,12,12,0,2023,7,True,1622
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),Ever Unity,2023-07-27,2023-08-10,2023-08-10,14,14.6,0.6,2023,7,True,1623
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,Maersk Champion,2023-07-22,2023-08-05,2023-08-05,14,14,0,2023,7,True,1624
TWKHH,Kaohsiung,USLGB,Long Beach,Wan Hai Lines,Ever Star,2023-07-25,2023-08-08,2023-08-10,14,16.5,2.5,2023,7,False,1625
TWTXG,Taichung,USOAK,Oakland,ONE (Ocean Network Express),COSCO Unity,2023-07-25,2023-08-08,2023-08-08,14,14.9,0.9,2023,7,True,1626
TWTPE,Taipei (Keelung),USOAK,Oakland,COSCO Shipping,Yang Ming Unity,2023-07-22,2023-08-05,2023-08-05,14,14,0,2023,7,True,1627
TWTPE,Taipei (Keelung),USLAX,Los Angeles,MSC,Ever Pioneer,2023-07-28,2023-08-12,2023-08-13,15,16.2,1.2,2023,7,False,1628
TWTPE,Taipei (Keelung),USSEA,Seattle,ONE (Ocean Network Express),COSCO Fortune,2023-07-23,2023-08-06,2023-08-06,14,14,0,2023,7,True,1629
TWTPE,Taipei (Keelung),USOAK,Oakland,Maersk Line,Yang Ming Progress,2023-07-22,2023-08-05,2023-08-05,14,14.6,0.6,2023,7,True,1630
TWTPE,Taipei (Keelung),USSEA,Seattle,COSCO Shipping,COSCO Pioneer,2023-07-26,2023-08-09,2023-08-09,14,14.2,0.2,2023,7,True,1631
TWKHH,Kaohsiung,USOAK,Oakland,Wan Hai Lines,Wan Hai Triumph,2023-07-23,2023-08-05,2023-08-05,13,13,0,2023,7,True,1632
TWTXG,Taichung,USOAK,Oakland,ONE (Ocean Network Express),ONE Glory,2023-07-26,2023-08-09,2023-08-09,14,14,0,2023,7,True,1633
TWKHH,Kaohsiung,USLAX,Los Angeles,Evergreen Marine,Yang Ming Success,2023-07-22,2023-08-05,2023-08-05,14,14.8,0.8,2023,7,True,1634
TWTPE,Taipei (Keelung),USSEA,Seattle,Wan Hai Lines,Ever Fortune,2023-07-22,2023-08-05,2023-08-05,14,14,0,2023,7,True,1635
TWTPE,Taipei (Keelung),USLGB,Long Beach,Wan Hai Lines,Wan Hai Pearl,2023-07-22,2023-08-06,2023-08-06,15,15,0,2023,7,True,1636
TWTPE,Taipei (Keelung),USOAK,Oakland,Yang Ming,Ever Triumph,2023-07-27,2023-08-10,2023-08-10,14,14,0,2023,7,True,1637
TWTPE,Taipei (Keelung),USOAK,Oakland,Evergreen Marine,Maersk Glory,2023-07-22,2023-08-05,2023-08-05,14,14.1,0.1,2023,7,True,1638
TWKHH,Kaohsiung,USLAX,Los Angeles,COSCO Shipping,ONE Triumph,2023-07-28,2023-08-11,2023-08-14,14,17.1,3.1,2023,7,False,1639
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,Maersk Leader,2023-07-22,2023-08-05,2023-08-05,14,14,0,2023,7,True,1640
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Evergreen Marine,MSC Excellence,2023-08-04,2023-08-19,2023-08-19,15,15,0,2023,8,True,1641
TWTXG,Taichung,USOAK,Oakland,MSC,Wan Hai Fortune,2023-08-04,2023-08-18,2023-08-19,14,15.6,1.6,2023,8,False,1642
TWKHH,Kaohsiung,USSEA,Seattle,COSCO Shipping,Yang Ming Triumph,2023-08-04,2023-08-16,2023-08-16,12,12,0,2023,8,True,1643
TWTPE,Taipei (Keelung),USOAK,Oakland,ONE (Ocean Network Express),Maersk Unity,2023-08-02,2023-08-16,2023-08-16,14,14.2,0.2,2023,8,True,1644
TWTXG,Taichung,USLGB,Long Beach,Evergreen Marine,COSCO Star,2023-08-01,2023-08-15,2023-08-15,14,14,0,2023,8,True,1645
TWTXG,Taichung,USOAK,Oakland,HMM,Ever Leader,2023-08-02,2023-08-16,2023-08-16,14,14.2,0.2,2023,8,True,1646
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Yang Ming,COSCO Pearl,2023-08-01,2023-08-16,2023-08-16,15,15,0,2023,8,True,1647
TWTPE,Taipei (Keelung),USSEA,Seattle,COSCO Shipping,Wan Hai Pearl,2023-08-02,2023-08-16,2023-08-16,14,14.9,0.9,2023,8,True,1648
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,Wan Hai Diamond,2023-08-01,2023-08-15,2023-08-16,14,15.2,1.2,2023,8,False,1649
TWTXG,Taichung,USLAX,Los Angeles,COSCO Shipping,MSC Diamond,2023-08-04,2023-08-18,2023-08-23,14,19.7,5.7,2023,8,False,1650
TWTXG,Taichung,USOAK,Oakland,Maersk Line,Ever Success,2023-08-01,2023-08-15,2023-08-15,14,14.4,0.4,2023,8,True,1651
TWKHH,Kaohsiung,USLAX,Los Angeles,HMM,Yang Ming Pioneer,2023-07-30,2023-08-13,2023-08-13,14,14.0,0.0,2023,7,True,1652
TWKHH,Kaohsiung,USSEA,Seattle,Yang Ming,ONE Crown,2023-07-29,2023-08-10,2023-08-10,12,12,0,2023,7,True,1653
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,ONE Unity,2023-07-29,2023-08-12,2023-08-12,14,14,0,2023,7,True,1654
TWTXG,Taichung,USLAX,Los Angeles,COSCO Shipping,Maersk Ace,2023-08-01,2023-08-15,2023-08-15,14,14.1,0.1,2023,8,True,1655
TWTXG,Taichung,USOAK,Oakland,Yang Ming,ONE Champion,2023-08-04,2023-08-18,2023-08-18,14,14,0,2023,8,True,1656
TWTPE,Taipei (Keelung),USOAK,Oakland,COSCO Shipping,Ever Ace,2023-07-30,2023-08-13,2023-08-13,14,14,0,2023,7,True,1657
TWTPE,Taipei (Keelung),USLAX,Los Angeles,COSCO Shipping,COSCO Fortune,2023-07-31,2023-08-15,2023-08-16,15,16.3,1.3,2023,7,False,1658
TWKHH,Kaohsiung,USLGB,Long Beach,Maersk Line,Yang Ming Ace,2023-08-03,2023-08-17,2023-08-17,14,14,0,2023,8,True,1659
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,COSCO Champion,2023-08-01,2023-08-15,2023-08-16,14,15.1,1.1,2023,8,False,1660
TWTXG,Taichung,USOAK,Oakland,Evergreen Marine,ONE Pearl,2023-08-05,2023-08-19,2023-08-20,14,15.4,1.4,2023,8,False,1661
TWTXG,Taichung,USOAK,Oakland,Maersk Line,Maersk Pearl,2023-08-06,2023-08-20,2023-08-20,14,14,0,2023,8,True,1662
TWTPE,Taipei (Keelung),USOAK,Oakland,Yang Ming,Ever Leader,2023-08-05,2023-08-19,2023-08-19,14,14,0,2023,8,True,1663
TWTXG,Taichung,USLGB,Long Beach,Maersk Line,ONE Pioneer,2023-08-10,2023-08-24,2023-08-24,14,14,0,2023,8,True,1664
TWKHH,Kaohsiung,USOAK,Oakland,ONE (Ocean Network Express),Ever Success,2023-08-07,2023-08-20,2023-08-21,13,14.4,1.4,2023,8,False,1665
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Maersk Line,MSC Leader,2023-08-08,2023-08-23,2023-08-23,15,15,0,2023,8,True,1666
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Maersk Line,Wan Hai Triumph,2023-08-05,2023-08-20,2023-08-20,15,15,0,2023,8,True,1667
TWTXG,Taichung,USLAX,Los Angeles,Wan Hai Lines,Maersk Unity,2023-08-11,2023-08-25,2023-08-25,14,14,0,2023,8,True,1668
TWTXG,Taichung,USLAX,Los Angeles,Yang Ming,Ever Leader,2023-08-07,2023-08-21,2023-08-21,14,14.7,0.7,2023,8,True,1669
TWTPE,Taipei (Keelung),USOAK,Oakland,Wan Hai Lines,Maersk Champion,2023-08-05,2023-08-19,2023-08-19,14,14.3,0.3,2023,8,True,1670
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,Wan Hai Leader,2023-08-06,2023-08-20,2023-08-20,14,14,0,2023,8,True,1671
TWTXG,Taichung,USLAX,Los Angeles,Maersk Line,Maersk Ace,2023-08-11,2023-08-25,2023-08-25,14,14,0,2023,8,True,1672
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Evergreen Marine,Wan Hai Diamond,2023-08-08,2023-08-23,2023-08-23,15,15,0,2023,8,True,1673
TWTPE,Taipei (Keelung),USLAX,Los Angeles,MSC,Wan Hai Star,2023-08-10,2023-08-25,2023-08-25,15,15,0,2023,8,True,1674
TWKHH,Kaohsiung,USLGB,Long Beach,Yang Ming,Maersk Fortune,2023-08-05,2023-08-19,2023-08-21,14,16.1,2.1,2023,8,False,1675
TWKHH,Kaohsiung,USSEA,Seattle,HMM,ONE Excellence,2023-08-05,2023-08-17,2023-08-17,12,12,0,2023,8,True,1676
TWTPE,Taipei (Keelung),USLAX,Los Angeles,Wan Hai Lines,Maersk Success,2023-08-07,2023-08-22,2023-08-23,15,16.2,1.2,2023,8,False,1677
TWKHH,Kaohsiung,USLAX,Los Angeles,Wan Hai Lines,Yang Ming Ace,2023-08-07,2023-08-21,2023-08-22,14,15.9,1.9,2023,8,False,1678
TWTXG,Taichung,USLAX,Los Angeles,Evergreen Marine,COSCO Champion,2023-08-10,2023-08-24,2023-08-24,14,14.9,0.9,2023,8,True,1679
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,COSCO Fortune,2023-08-06,2023-08-20,2023-08-20,14,14,0,2023,8,True,1680
TWTXG,Taichung,USLGB,Long Beach,COSCO Shipping,MSC Pearl,2023-08-15,2023-08-29,2023-08-29,14,14.2,0.2,2023,8,True,1681
TWTPE,Taipei (Keelung),USSEA,Seattle,Maersk Line,Yang Ming Progress,2023-08-15,2023-08-29,2023-08-29,14,14,0,2023,8,True,1682
TWKHH,Kaohsiung,USSEA,Seattle,Evergreen Marine,ONE Champion,2023-08-13,2023-08-25,2023-08-25,12,12,0,2023,8,True,1683
TWTXG,Taichung,USSEA,Seattle,COSCO Shipping,Maersk Success,2023-08-15,2023-08-29,2023-08-29,14,14.1,0.1,2023,8,True,1684
