port_code,port_name,date,berth_utilization,wait_time_hours,vessels_waiting,congestion_level
USOAK,Oakland,2023-10-25,0.933,34.7,32,high
USSEA,Seattle,2023-10-25,0.814,36.6,30,medium
USLAX,Los Angeles,2023-10-26,0.98,46.1,43,high
USLGB,Long Beach,2023-10-26,0.98,55.9,37,high
USOAK,Oakland,2023-10-26,0.98,52.8,39,high
USSEA,Seattle,2023-10-26,0.817,33.2,31,medium
USLAX,Los Angeles,2023-10-27,0.98,55.2,42,high
USLGB,Long Beach,2023-10-27,0.98,53.5,37,high
USOAK,Oakland,2023-10-27,0.98,47.4,42,high
USSEA,Seattle,2023-10-27,0.98,56.3,32,high
USLAX,Los Angeles,2023-10-28,0.98,46.8,33,high
USLGB,Long Beach,2023-10-28,0.98,56.3,36,high
USOAK,Oakland,2023-10-28,0.98,47.8,38,high
USSEA,Seattle,2023-10-28,0.89,31.6,34,high
USLAX,Los Angeles,2023-10-29,0.98,53.1,46,high
USLGB,Long Beach,2023-10-29,0.98,48.1,40,high
USOAK,Oakland,2023-10-29,0.938,39.3,41,high
USSEA,Seattle,2023-10-29,0.816,30.4,31,medium
USLAX,Los Angeles,2023-10-30,0.98,50.6,43,high
USLGB,Long Beach,2023-10-30,0.98,44.0,33,high
USOAK,Oakland,2023-10-30,0.98,50.0,36,high
USSEA,Seattle,2023-10-30,0.98,38.6,45,high
USLAX,Los Angeles,2023-10-31,0.98,54.8,33,high
USLGB,Long Beach,2023-10-31,0.98,41.9,43,high
USOAK,Oakland,2023-10-31,0.946,52.9,37,high
USSEA,Seattle,2023-10-31,0.921,38.9,31,high
USLAX,Los Angeles,2023-11-01,0.98,39.7,31,high
USLGB,Long Beach,2023-11-01,0.917,38.1,43,high
USOAK,Oakland,2023-11-01,0.79,33.8,36,medium
USSEA,Seattle,2023-11-01,0.903,36.3,40,high
USLAX,Los Angeles,2023-11-02,0.98,57.5,31,high
USLGB,Long Beach,2023-11-02,0.98,48.7,33,high
USOAK,Oakland,2023-11-02,0.924,50.6,36,high
USSEA,Seattle,2023-11-02,0.824,33.1,28,medium
USLAX,Los Angeles,2023-11-03,0.98,49.5,45,high
USLGB,Long Beach,2023-11-03,0.98,56.3,45,high
USOAK,Oakland,2023-11-03,0.98,43.6,33,high
USSEA,Seattle,2023-11-03,0.879,42.3,40,high
USLAX,Los Angeles,2023-11-04,0.968,54.7,41,high
USLGB,Long Beach,2023-11-04,0.98,40.4,32,high
USOAK,Oakland,2023-11-04,0.98,46.9,39,high
USSEA,Seattle,2023-11-04,0.829,27.2,32,medium
USLAX,Los Angeles,2023-11-05,0.98,43.8,35,high
USLGB,Long Beach,2023-11-05,0.98,45.3,35,high
USOAK,Oakland,2023-11-05,0.779,28.3,35,medium
USSEA,Seattle,2023-11-05,0.919,45.0,36,high
USLAX,Los Angeles,2023-11-06,0.98,47.0,43,high
USLGB,Long Beach,2023-11-06,0.926,45.0,39,high
USOAK,Oakland,2023-11-06,0.98,52.3,36,high
USSEA,Seattle,2023-11-06,0.861,30.6,34,high
USLAX,Los Angeles,2023-11-07,0.98,48.2,35,high
USLGB,Long Beach,2023-11-07,0.98,45.8,41,high
USOAK,Oakland,2023-11-07,0.921,50.4,37,high
USSEA,Seattle,2023-11-07,0.893,45.4,39,high
USLAX,Los Angeles,2023-11-08,0.98,44.3,46,high
USLGB,Long Beach,2023-11-08,0.98,51.9,44,high
USOAK,Oakland,2023-11-08,0.793,33.3,34,medium
USSEA,Seattle,2023-11-08,0.764,23.6,34,medium
USLAX,Los Angeles,2023-11-09,0.98,57.3,39,high
USLGB,Long Beach,2023-11-09,0.98,52.0,34,high
USOAK,Oakland,2023-11-09,0.801,26.5,32,medium
USSEA,Seattle,2023-11-09,0.757,25.2,30,medium
USLAX,Los Angeles,2023-11-10,0.98,53.6,33,high
USLGB,Long Beach,2023-11-10,0.928,45.3,37,high
USOAK,Oakland,2023-11-10,0.773,31.9,26,medium
USSEA,Seattle,2023-11-10,0.919,37.1,31,high
USLAX,Los Angeles,2023-11-11,0.98,45.5,40,high
USLGB,Long Beach,2023-11-11,0.954,43.9,33,high
USOAK,Oakland,2023-11-11,0.915,39.4,39,high
USSEA,Seattle,2023-11-11,0.841,32.8,32,medium
USLAX,Los Angeles,2023-11-12,0.98,38.7,35,high
USLGB,Long Beach,2023-11-12,0.98,49.1,45,high
USOAK,Oakland,2023-11-12,0.918,41.3,43,high
USSEA,Seattle,2023-11-12,0.865,36.3,36,high
USLAX,Los Angeles,2023-11-13,0.98,45.5,40,high
USLGB,Long Beach,2023-11-13,0.949,44.1,31,high
USOAK,Oakland,2023-11-13,0.888,36.9,38,high
USSEA,Seattle,2023-11-13,0.76,21.0,25,medium
USLAX,Los Angeles,2023-11-14,0.98,51.9,46,high
USLGB,Long Beach,2023-11-14,0.98,56.9,39,high
USOAK,Oakland,2023-11-14,0.916,47.8,34,high
USSEA,Seattle,2023-11-14,0.776,23.0,35,medium
USLAX,Los Angeles,2023-11-15,0.98,57.2,40,high
USLGB,Long Beach,2023-11-15,0.98,56.5,43,high
USOAK,Oakland,2023-11-15,0.863,36.4,41,high
USSEA,Seattle,2023-11-15,0.73,22.9,26,medium
USLAX,Los Angeles,2023-11-16,0.98,52.8,39,high
USLGB,Long Beach,2023-11-16,0.98,41.9,32,high
USOAK,Oakland,2023-11-16,0.911,46.0,38,high
USSEA,Seattle,2023-11-16,0.737,19.8,31,medium
USLAX,Los Angeles,2023-11-17,0.98,41.0,35,high
USLGB,Long Beach,2023-11-17,0.944,46.2,37,high
USOAK,Oakland,2023-11-17,0.903,33.5,29,high
USSEA,Seattle,2023-11-17,0.876,45.1,40,high
USLAX,Los Angeles,2023-11-18,0.98,44.0,44,high
USLGB,Long Beach,2023-11-18,0.937,44.9,36,high
USOAK,Oakland,2023-11-18,0.925,43.8,42,high
USSEA,Seattle,2023-11-18,0.803,25.9,29,medium
USLAX,Los Angeles,2023-11-19,0.98,53.1,37,high
USLGB,Long Beach,2023-11-19,0.98,56.8,43,high
USOAK,Oakland,2023-11-19,0.904,34.6,35,high
USSEA,Seattle,2023-11-19,0.9,45.0,30,high
USLAX,Los Angeles,2023-11-20,0.98,52.3,32,high
USLGB,Long Beach,2023-11-20,0.974,38.8,36,high
USOAK,Oakland,2023-11-20,0.917,43.5,32,high
USSEA,Seattle,2023-11-20,0.747,24.3,27,medium
USLAX,Los Angeles,2023-11-21,0.98,53.4,42,high
USLGB,Long Beach,2023-11-21,0.98,48.5,45,high
USOAK,Oakland,2023-11-21,0.83,37.9,28,medium
USSEA,Seattle,2023-11-21,0.832,32.0,30,medium
USLAX,Los Angeles,2023-11-22,0.98,39.1,38,high
USLGB,Long Beach,2023-11-22,0.954,46.2,45,high
USOAK,Oakland,2023-11-22,0.98,55.5,45,high
USSEA,Seattle,2023-11-22,0.826,33.2,39,medium
USLAX,Los Angeles,2023-11-23,0.98,42.8,45,high
USLGB,Long Beach,2023-11-23,0.98,50.5,44,high
USOAK,Oakland,2023-11-23,0.875,32.0,28,high
USSEA,Seattle,2023-11-23,0.784,27.8,30,medium
USLAX,Los Angeles,2023-11-24,0.98,39.4,37,high
USLGB,Long Beach,2023-11-24,0.98,45.2,37,high
USOAK,Oakland,2023-11-24,0.872,32.8,30,high
USSEA,Seattle,2023-11-24,0.905,42.1,36,high
USLAX,Los Angeles,2023-11-25,0.98,53.0,32,high
USLGB,Long Beach,2023-11-25,0.98,50.4,45,high
USOAK,Oakland,2023-11-25,0.98,57.4,36,high
USSEA,Seattle,2023-11-25,0.854,40.9,40,high
USLAX,Los Angeles,2023-11-26,0.98,53.0,35,high
USLGB,Long Beach,2023-11-26,0.98,49.3,33,high
USOAK,Oakland,2023-11-26,0.863,30.0,28,high
USSEA,Seattle,2023-11-26,0.94,45.2,38,high
USLAX,Los Angeles,2023-11-27,0.98,46.0,38,high
USLGB,Long Beach,2023-11-27,0.98,54.2,32,high
USOAK,Oakland,2023-11-27,0.913,44.8,36,high
USSEA,Seattle,2023-11-27,0.712,22.9,25,medium
USLAX,Los Angeles,2023-11-28,0.98,43.5,42,high
USLGB,Long Beach,2023-11-28,0.98,56.8,41,high
USOAK,Oakland,2023-11-28,0.919,38.4,37,high
USSEA,Seattle,2023-11-28,0.94,41.8,33,high
USLAX,Los Angeles,2023-11-29,0.957,45.6,36,high
USLGB,Long Beach,2023-11-29,0.98,41.4,36,high
USOAK,Oakland,2023-11-29,0.824,34.1,37,medium
USSEA,Seattle,2023-11-29,0.719,19.4,27,medium
USLAX,Los Angeles,2023-11-30,0.98,55.7,34,high
USLGB,Long Beach,2023-11-30,0.926,43.2,32,high
USOAK,Oakland,2023-11-30,0.782,24.6,36,medium
USSEA,Seattle,2023-11-30,0.875,32.3,39,high
USLAX,Los Angeles,2023-12-01,0.919,47.8,30,high
USLGB,Long Beach,2023-12-01,0.975,38.6,31,high
USOAK,Oakland,2023-12-01,0.872,36.1,37,high
USSEA,Seattle,2023-12-01,0.684,14.8,30,low
USLAX,Los Angeles,2023-12-02,0.978,44.5,45,high
USLGB,Long Beach,2023-12-02,0.98,51.0,46,high
USOAK,Oakland,2023-12-02,0.695,21.3,27,low
USSEA,Seattle,2023-12-02,0.608,9.4,21,low
USLAX,Los Angeles,2023-12-03,0.915,35.3,42,high
USLGB,Long Beach,2023-12-03,0.98,41.0,46,high
USOAK,Oakland,2023-12-03,0.677,14.8,24,low
USSEA,Seattle,2023-12-03,0.82,33.9,35,medium
USLAX,Los Angeles,2023-12-04,0.98,54.9,43,high
USLGB,Long Beach,2023-12-04,0.792,34.7,37,medium
USOAK,Oakland,2023-12-04,0.798,32.3,34,medium
USSEA,Seattle,2023-12-04,0.752,27.6,32,medium
USLAX,Los Angeles,2023-12-05,0.866,38.6,41,high
USLGB,Long Beach,2023-12-05,0.849,37.9,29,medium
USOAK,Oakland,2023-12-05,0.862,30.9,33,high
USSEA,Seattle,2023-12-05,0.685,21.7,29,low
USLAX,Los Angeles,2023-12-06,0.859,34.1,30,high
USLGB,Long Beach,2023-12-06,0.98,53.0,39,high
USOAK,Oakland,2023-12-06,0.761,30.1,29,medium
USSEA,Seattle,2023-12-06,0.693,15.4,33,low
USLAX,Los Angeles,2023-12-07,0.846,37.5,35,medium
USLGB,Long Beach,2023-12-07,0.98,46.8,38,high
USOAK,Oakland,2023-12-07,0.756,26.5,31,medium
USSEA,Seattle,2023-12-07,0.656,17.3,28,low
USLAX,Los Angeles,2023-12-08,0.98,57.4,32,high
USLGB,Long Beach,2023-12-08,0.96,51.7,45,high
USOAK,Oakland,2023-12-08,0.68,16.6,31,low
USSEA,Seattle,2023-12-08,0.617,13.7,25,low
USLAX,Los Angeles,2023-12-09,0.928,38.3,31,high
USLGB,Long Beach,2023-12-09,0.98,57.4,46,high
USOAK,Oakland,2023-12-09,0.891,34.2,33,high
USSEA,Seattle,2023-12-09,0.62,12.2,22,low
USLAX,Los Angeles,2023-12-10,0.905,35.7,40,high
USLGB,Long Beach,2023-12-10,0.98,43.0,32,high
USOAK,Oakland,2023-12-10,0.858,40.8,34,high
USSEA,Seattle,2023-12-10,0.695,18.5,30,low
USLAX,Los Angeles,2023-12-11,0.937,43.1,40,high
USLGB,Long Beach,2023-12-11,0.98,49.2,35,high
USOAK,Oakland,2023-12-11,0.74,23.6,30,medium
USSEA,Seattle,2023-12-11,0.8,33.5,29,medium
USLAX,Los Angeles,2023-12-12,0.98,55.7,41,high
USLGB,Long Beach,2023-12-12,0.98,45.3,35,high
USOAK,Oakland,2023-12-12,0.75,24.7,34,medium
USSEA,Seattle,2023-12-12,0.692,22.5,28,low
USLAX,Los Angeles,2023-12-13,0.976,56.4,32,high
USLGB,Long Beach,2023-12-13,0.83,30.1,27,medium
USOAK,Oakland,2023-12-13,0.743,23.1,30,medium
USSEA,Seattle,2023-12-13,0.803,31.1,37,medium
USLAX,Los Angeles,2023-12-14,0.98,56.0,36,high
USLGB,Long Beach,2023-12-14,0.797,27.9,35,medium
USOAK,Oakland,2023-12-14,0.802,28.1,37,medium
USSEA,Seattle,2023-12-14,0.731,22.2,33,medium
USLAX,Los Angeles,2023-12-15,0.882,43.6,31,high
USLGB,Long Beach,2023-12-15,0.897,47.4,30,high
USOAK,Oakland,2023-12-15,0.749,27.1,35,medium
USSEA,Seattle,2023-12-15,0.665,15.7,31,low
USLAX,Los Angeles,2023-12-16,0.883,37.8,40,high
USLGB,Long Beach,2023-12-16,0.827,31.7,34,medium
USOAK,Oakland,2023-12-16,0.716,22.2,31,medium
USSEA,Seattle,2023-12-16,0.773,24.2,29,medium
USLAX,Los Angeles,2023-12-17,0.98,51.7,39,high
USLGB,Long Beach,2023-12-17,0.818,25.9,27,medium
USOAK,Oakland,2023-12-17,0.751,23.6,32,medium
USSEA,Seattle,2023-12-17,0.719,20.9,33,medium
USLAX,Los Angeles,2023-12-18,0.837,35.6,34,medium
USLGB,Long Beach,2023-12-18,0.946,44.3,33,high
USOAK,Oakland,2023-12-18,0.693,18.3,28,low
USSEA,Seattle,2023-12-18,0.785,32.6,33,medium
USLAX,Los Angeles,2023-12-19,0.98,41.2,33,high
USLGB,Long Beach,2023-12-19,0.963,52.1,34,high
USOAK,Oakland,2023-12-19,0.807,35.5,33,medium
USSEA,Seattle,2023-12-19,0.645,13.3,29,low
USLAX,Los Angeles,2023-12-20,0.98,54.3,43,high
USLGB,Long Beach,2023-12-20,0.834,31.5,28,medium
USOAK,Oakland,2023-12-20,0.762,21.9,28,medium
USSEA,Seattle,2023-12-20,0.615,11.0,28,low
USLAX,Los Angeles,2023-12-21,0.98,47.2,39,high
USLGB,Long Beach,2023-12-21,0.88,37.9,41,high
USOAK,Oakland,2023-12-21,0.842,38.4,38,medium
USSEA,Seattle,2023-12-21,0.651,12.3,20,low
USLAX,Los Angeles,2023-12-22,0.865,35.0,32,high
USLGB,Long Beach,2023-12-22,0.98,54.2,40,high
USOAK,Oakland,2023-12-22,0.872,38.1,35,high
USSEA,Seattle,2023-12-22,0.814,34.0,38,medium
USLAX,Los Angeles,2023-12-23,0.908,42.0,38,high
USLGB,Long Beach,2023-12-23,0.931,40.9,44,high
USOAK,Oakland,2023-12-23,0.801,29.5,32,medium
USSEA,Seattle,2023-12-23,0.78,23.1,35,medium
USLAX,Los Angeles,2023-12-24,0.98,38.7,34,high
USLGB,Long Beach,2023-12-24,0.98,51.2,32,high
USOAK,Oakland,2023-12-24,0.866,36.5,29,high
USSEA,Seattle,2023-12-24,0.75,21.5,24,medium
USLAX,Los Angeles,2023-12-25,0.888,34.8,38,high
USLGB,Long Beach,2023-12-25,0.98,50.3,38,high
USOAK,Oakland,2023-12-25,0.796,29.0,25,medium
USSEA,Seattle,2023-12-25,0.813,30.9,26,medium
USLAX,Los Angeles,2023-12-26,0.953,52.5,34,high
USLGB,Long Beach,2023-12-26,0.98,57.3,34,high
USOAK,Oakland,2023-12-26,0.765,25.4,33,medium
USSEA,Seattle,2023-12-26,0.707,19.3,29,medium
USLAX,Los Angeles,2023-12-27,0.98,50.3,41,high
USLGB,Long Beach,2023-12-27,0.888,34.7,37,high
USOAK,Oakland,2023-12-27,0.712,22.3,29,medium
USSEA,Seattle,2023-12-27,0.804,32.8,28,medium
USLAX,Los Angeles,2023-12-28,0.98,50.5,37,high
USLGB,Long Beach,2023-12-28,0.858,29.1,34,high
USOAK,Oakland,2023-12-28,0.833,34.3,31,medium
USSEA,Seattle,2023-12-28,0.658,13.5,22,low
USLAX,Los Angeles,2023-12-29,0.98,45.2,31,high
USLGB,Long Beach,2023-12-29,0.869,41.4,31,high
USOAK,Oakland,2023-12-29,0.729,24.2,32,medium
USSEA,Seattle,2023-12-29,0.669,13.5,21,low
USLAX,Los Angeles,2023-12-30,0.98,54.5,42,high
USLGB,Long Beach,2023-12-30,0.82,28.5,34,medium
USOAK,Oakland,2023-12-30,0.78,23.8,33,medium
USSEA,Seattle,2023-12-30,0.763,23.3,31,medium
USLAX,Los Angeles,2023-12-31,0.98,50.7,45,high
USLGB,Long Beach,2023-12-31,0.933,50.8,31,high
USOAK,Oakland,2023-12-31,0.7,23.7,33,low
USSEA,Seattle,2023-12-31,0.771,26.5,25,medium
USLAX,Los Angeles,2024-01-01,0.677,20.2,29,low
USLGB,Long Beach,2024-01-01,0.696,18.0,31,low
USOAK,Oakland,2024-01-01,0.573,6.6,24,low
USSEA,Seattle,2024-01-01,0.536,3.3,23,low
USLAX,Los Angeles,2024-01-02,0.667,18.6,21,low
USLGB,Long Beach,2024-01-02,0.597,8.9,24,low
USOAK,Oakland,2024-01-02,0.663,15.5,21,low
USSEA,Seattle,2024-01-02,0.587,7.7,19,low
USLAX,Los Angeles,2024-01-03,0.644,16.6,29,low
USLGB,Long Beach,2024-01-03,0.617,13.0,21,low
USOAK,Oakland,2024-01-03,0.665,15.4,25,low
USSEA,Seattle,2024-01-03,0.526,2.8,20,low
USLAX,Los Angeles,2024-01-04,0.712,19.8,30,medium
USLGB,Long Beach,2024-01-04,0.694,15.5,32,low
USOAK,Oakland,2024-01-04,0.685,15.4,28,low
USSEA,Seattle,2024-01-04,0.504,0.3,21,low
USLAX,Los Angeles,2024-01-05,0.762,22.9,32,medium
USLGB,Long Beach,2024-01-05,0.678,15.8,22,low
USOAK,Oakland,2024-01-05,0.678,18.2,22,low
USSEA,Seattle,2024-01-05,0.501,0.1,17,low
USLAX,Los Angeles,2024-01-06,0.806,26.6,34,medium
USLGB,Long Beach,2024-01-06,0.639,11.6,29,low
USOAK,Oakland,2024-01-06,0.674,19.0,27,low
USSEA,Seattle,2024-01-06,0.51,1.0,18,low
USLAX,Los Angeles,2024-01-07,0.686,20.2,32,low
USLGB,Long Beach,2024-01-07,0.623,10.4,22,low
USOAK,Oakland,2024-01-07,0.522,2.6,21,low
USSEA,Seattle,2024-01-07,0.59,10.8,26,low
USLAX,Los Angeles,2024-01-08,0.658,17.2,31,low
USLGB,Long Beach,2024-01-08,0.734,20.0,24,medium
USOAK,Oakland,2024-01-08,0.577,7.5,26,low
USSEA,Seattle,2024-01-08,0.536,4.0,22,low
USLAX,Los Angeles,2024-01-09,0.76,28.4,35,medium
USLGB,Long Beach,2024-01-09,0.77,26.7,32,medium
USOAK,Oakland,2024-01-09,0.599,11.2,23,low
USSEA,Seattle,2024-01-09,0.57,8.0,26,low
USLAX,Los Angeles,2024-01-10,0.679,16.2,25,low
USLGB,Long Beach,2024-01-10,0.729,20.4,33,medium
USOAK,Oakland,2024-01-10,0.589,10.0,23,low
USSEA,Seattle,2024-01-10,0.492,0,23,low
USLAX,Los Angeles,2024-01-11,0.678,16.5,22,low
USLGB,Long Beach,2024-01-11,0.796,32.9,29,medium
USOAK,Oakland,2024-01-11,0.581,8.2,25,low
USSEA,Seattle,2024-01-11,0.618,12.9,21,low
USLAX,Los Angeles,2024-01-12,0.693,17.4,24,low
USLGB,Long Beach,2024-01-12,0.715,25.3,31,medium
USOAK,Oakland,2024-01-12,0.528,2.3,25,low
USSEA,Seattle,2024-01-12,0.487,0,19,low
USLAX,Los Angeles,2024-01-13,0.816,27.3,30,medium
USLGB,Long Beach,2024-01-13,0.627,12.3,28,low
USOAK,Oakland,2024-01-13,0.573,6.1,25,low
USSEA,Seattle,2024-01-13,0.49,0,20,low
USLAX,Los Angeles,2024-01-14,0.846,29.8,30,medium
USLGB,Long Beach,2024-01-14,0.61,12.9,28,low
USOAK,Oakland,2024-01-14,0.648,13.2,22,low
USSEA,Seattle,2024-01-14,0.52,2.2,22,low
USLAX,Los Angeles,2024-01-15,0.728,22.2,28,medium
USLGB,Long Beach,2024-01-15,0.746,21.2,28,medium
USOAK,Oakland,2024-01-15,0.659,17.3,28,low
USSEA,Seattle,2024-01-15,0.625,10.2,23,low
USLAX,Los Angeles,2024-01-16,0.713,19.2,28,medium
USLGB,Long Beach,2024-01-16,0.731,23.5,24,medium
USOAK,Oakland,2024-01-16,0.547,3.9,23,low
USSEA,Seattle,2024-01-16,0.593,7.6,21,low
USLAX,Los Angeles,2024-01-17,0.758,29.4,32,medium
USLGB,Long Beach,2024-01-17,0.628,14.4,20,low
USOAK,Oakland,2024-01-17,0.663,13.7,30,low
USSEA,Seattle,2024-01-17,0.597,9.2,21,low
USLAX,Los Angeles,2024-01-18,0.787,33.1,34,medium
USLGB,Long Beach,2024-01-18,0.708,23.9,28,medium
USOAK,Oakland,2024-01-18,0.606,12.7,22,low
USSEA,Seattle,2024-01-18,0.469,0,15,low
USLAX,Los Angeles,2024-01-19,0.711,21.6,23,medium
USLGB,Long Beach,2024-01-19,0.66,14.8,22,low
USOAK,Oakland,2024-01-19,0.661,12.9,29,low
USSEA,Seattle,2024-01-19,0.497,0,23,low
USLAX,Los Angeles,2024-01-20,0.794,25.5,31,medium
USLGB,Long Beach,2024-01-20,0.687,16.7,24,low
USOAK,Oakland,2024-01-20,0.662,19.4,23,low
USSEA,Seattle,2024-01-20,0.611,11.6,23,low
USLAX,Los Angeles,2024-01-21,0.815,37.3,28,medium
USLGB,Long Beach,2024-01-21,0.697,22.8,23,low
USOAK,Oakland,2024-01-21,0.571,6.0,24,low
USSEA,Seattle,2024-01-21,0.557,6.4,25,low
USLAX,Los Angeles,2024-01-22,0.728,21.9,24,medium
USLGB,Long Beach,2024-01-22,0.686,17.2,30,low
USOAK,Oakland,2024-01-22,0.51,0.8,17,low
USSEA,Seattle,2024-01-22,0.551,4.4,25,low
USLAX,Los Angeles,2024-01-23,0.799,25.7,34,medium
USLGB,Long Beach,2024-01-23,0.773,29.9,27,medium
USOAK,Oakland,2024-01-23,0.672,16.9,27,low
USSEA,Seattle,2024-01-23,0.609,11.0,22,low
USLAX,Los Angeles,2024-01-24,0.849,38.1,36,medium
USLGB,Long Beach,2024-01-24,0.68,20.9,27,low
USOAK,Oakland,2024-01-24,0.527,2.2,23,low
USSEA,Seattle,2024-01-24,0.587,9.8,20,low
USLAX,Los Angeles,2024-01-25,0.78,32.9,31,medium
USLGB,Long Beach,2024-01-25,0.775,30.9,27,medium
USOAK,Oakland,2024-01-25,0.524,2.0,21,low
USSEA,Seattle,2024-01-25,0.625,10.6,29,low
USLAX,Los Angeles,2024-01-26,0.794,27.6,32,medium
USLGB,Long Beach,2024-01-26,0.717,22.0,25,medium
USOAK,Oakland,2024-01-26,0.635,12.7,25,low
USSEA,Seattle,2024-01-26,0.589,7.2,25,low
USLAX,Los Angeles,2024-01-27,0.638,15.8,26,low
USLGB,Long Beach,2024-01-27,0.635,14.4,20,low
USOAK,Oakland,2024-01-27,0.597,10.3,24,low
USSEA,Seattle,2024-01-27,0.507,0.7,20,low
USLAX,Los Angeles,2024-01-28,0.825,35.7,27,medium
USLGB,Long Beach,2024-01-28,0.668,20.1,23,low
USOAK,Oakland,2024-01-28,0.537,4.4,23,low
USSEA,Seattle,2024-01-28,0.619,9.7,21,low
USLAX,Los Angeles,2024-01-29,0.79,31.6,34,medium
USLGB,Long Beach,2024-01-29,0.68,18.6,31,low
USOAK,Oakland,2024-01-29,0.617,12.4,19,low
USSEA,Seattle,2024-01-29,0.627,12.0,23,low
USLAX,Los Angeles,2024-01-30,0.763,29.1,26,medium
USLGB,Long Beach,2024-01-30,0.687,19.0,31,low
USOAK,Oakland,2024-01-30,0.688,18.3,28,low
USSEA,Seattle,2024-01-30,0.55,5.0,23,low
USLAX,Los Angeles,2024-01-31,0.642,12.0,25,low
USLGB,Long Beach,2024-01-31,0.682,19.2,22,low
USOAK,Oakland,2024-01-31,0.53,3.3,20,low
USSEA,Seattle,2024-01-31,0.614,9.7,21,low
USLAX,Los Angeles,2024-02-01,0.76,23.9,36,medium
USLGB,Long Beach,2024-02-01,0.56,6.3,18,low
USOAK,Oakland,2024-02-01,0.537,4.0,25,low
USSEA,Seattle,2024-02-01,0.504,0.4,22,low
USLAX,Los Angeles,2024-02-02,0.65,13.8,21,low
USLGB,Long Beach,2024-02-02,0.562,6.9,19,low
USOAK,Oakland,2024-02-02,0.606,11.1,23,low
USSEA,Seattle,2024-02-02,0.492,0,19,low
USLAX,Los Angeles,2024-02-03,0.646,12.5,25,low
USLGB,Long Beach,2024-02-03,0.635,14.9,27,low
USOAK,Oakland,2024-02-03,0.477,0,18,low
USSEA,Seattle,2024-02-03,0.474,0,21,low
USLAX,Los Angeles,2024-02-04,0.689,16.7,25,low
USLGB,Long Beach,2024-02-04,0.706,18.1,26,medium
USOAK,Oakland,2024-02-04,0.538,3.9,19,low
USSEA,Seattle,2024-02-04,0.439,0,14,low
USLAX,Los Angeles,2024-02-05,0.733,25.1,26,medium
USLGB,Long Beach,2024-02-05,0.657,18.4,31,low
USOAK,Oakland,2024-02-05,0.528,2.3,20,low
USSEA,Seattle,2024-02-05,0.5,0.0,23,low
USLAX,Los Angeles,2024-02-06,0.588,9.8,23,low
USLGB,Long Beach,2024-02-06,0.625,10.1,28,low
USOAK,Oakland,2024-02-06,0.529,2.7,17,low
USSEA,Seattle,2024-02-06,0.448,0,16,low
USLAX,Los Angeles,2024-02-07,0.64,14.9,29,low
USLGB,Long Beach,2024-02-07,0.673,17.2,30,low
USOAK,Oakland,2024-02-07,0.542,3.5,22,low
USSEA,Seattle,2024-02-07,0.437,0,17,low
USLAX,Los Angeles,2024-02-08,0.633,15.3,25,low
USLGB,Long Beach,2024-02-08,0.674,17.0,25,low
USOAK,Oakland,2024-02-08,0.485,0,20,low
USSEA,Seattle,2024-02-08,0.43,0,15,low
USLAX,Los Angeles,2024-02-09,0.654,15.9,26,low
USLGB,Long Beach,2024-02-09,0.703,21.4,27,medium
USOAK,Oakland,2024-02-09,0.616,10.9,25,low
USSEA,Seattle,2024-02-09,0.506,0.7,21,low
USLAX,Los Angeles,2024-02-10,0.699,23.2,33,low
USLGB,Long Beach,2024-02-10,0.672,18.1,23,low
USOAK,Oakland,2024-02-10,0.476,0,15,low
USSEA,Seattle,2024-02-10,0.468,0,18,low
USLAX,Los Angeles,2024-02-11,0.659,14.1,29,low
USLGB,Long Beach,2024-02-11,0.606,11.2,25,low
USOAK,Oakland,2024-02-11,0.58,8.1,18,low
USSEA,Seattle,2024-02-11,0.528,3.3,16,low
USLAX,Los Angeles,2024-02-12,0.743,22.5,25,medium
USLGB,Long Beach,2024-02-12,0.61,12.1,20,low
USOAK,Oakland,2024-02-12,0.552,5.8,18,low
USSEA,Seattle,2024-02-12,0.458,0,15,low
USLAX,Los Angeles,2024-02-13,0.69,18.8,23,low
USLGB,Long Beach,2024-02-13,0.699,18.7,25,low
USOAK,Oakland,2024-02-13,0.528,2.9,22,low
USSEA,Seattle,2024-02-13,0.469,0,15,low
USLAX,Los Angeles,2024-02-14,0.675,14.9,24,low
USLGB,Long Beach,2024-02-14,0.547,4.0,19,low
USOAK,Oakland,2024-02-14,0.534,3.2,24,low
USSEA,Seattle,2024-02-14,0.559,6.6,22,low
USLAX,Los Angeles,2024-02-15,0.615,12.7,21,low
USLGB,Long Beach,2024-02-15,0.619,10.5,23,low
USOAK,Oakland,2024-02-15,0.576,7.3,20,low
USSEA,Seattle,2024-02-15,0.473,0,15,low
USLAX,Los Angeles,2024-02-16,0.575,7.0,21,low
USLGB,Long Beach,2024-02-16,0.701,22.1,33,medium
USOAK,Oakland,2024-02-16,0.474,0,17,low
USSEA,Seattle,2024-02-16,0.52,1.6,19,low
USLAX,Los Angeles,2024-02-17,0.628,11.2,26,low
USLGB,Long Beach,2024-02-17,0.616,11.8,25,low
USOAK,Oakland,2024-02-17,0.478,0,18,low
USSEA,Seattle,2024-02-17,0.544,4.0,23,low
USLAX,Los Angeles,2024-02-18,0.742,21.3,34,medium
USLGB,Long Beach,2024-02-18,0.647,16.2,30,low
USOAK,Oakland,2024-02-18,0.541,3.6,21,low
USSEA,Seattle,2024-02-18,0.518,1.7,20,low
